,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2600,3290,14,37712-B,2室1卫,6/6层,朝阳区,管庄,双桥东路6号院,地铁：距八通线管庄站500米
2602,2300,12,43379-D,4室1卫,11/11层,朝阳区,孙河,康营小区17区,地铁：距15号线孙河站1450米
2603,1490,10,36335-D,4室1卫,4/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2604,1640,8,41600-C,4室1卫,7/18层,昌平区,天通苑北,龙冠冠华苑二区,地铁：距5号线天通苑北站4000米
2605,2770,14,47773-C,3室1卫,9/11层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米
2606,1700,12,51457-D,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2607,2400,14,51956-B,3室1卫,8/9层,丰台区,新宫,诚苑南里,"地铁：距4号线大兴线,19号线新宫站1150米"
2608,1950,16,52439-A,4室1卫,3/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2609,1670,11,53004-C,3室1卫,4/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2610,2550,10,64077-B,2室1卫,2/5层,昌平区,霍营,建材城东一里,"地铁：距8号线,13号线霍营站1350米"
2611,2690,12,65754-A,3室1卫,1/6层,丰台区,首经贸,育菲园东里,"地铁：距10号线,房山线首经贸站300米"
2612,1820,20,68065-B,4室1卫,7/18层,大兴区,高米店南,首邑溪谷,地铁：距4号线大兴线高米店南站1850米
2613,2010,8,72325-A,3室1卫,3/6层,朝阳区,八里桥,瑞祥里小区,地铁：距八通线八里桥站750米
2614,1990,8,74865-C,3室1卫,4/18层,通州区,通州北苑,通典铭居,地铁：距八通线通州北苑站450米
2615,4480,21,8963-C,3室1卫,7/31层,朝阳区,望京南,嘉润花园,地铁：距14号线东段望京南站300米
2616,2630,21,124886-C,4室1卫,3/6层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2617,1350,9,129455-B,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2618,2700,10,11725-A,3室1卫,3/6层,昌平区,平西府,龙跃苑二区,地铁：距8号线平西府站1250米
2619,2140,14,138222-B,3室1卫,4/6层,通州区,果园,玉带河西街,地铁：距八通线果园站850米
2620,2630,20,141550-A,3室1卫,2/6层,朝阳区,管庄,西军庄,地铁：距八通线管庄站650米
2621,3600,19,143273-B,2室1卫,2/16层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
2622,3000,19,146094-A,3室1卫,14/15层,大兴区,枣园,那尔水晶城,地铁：距4号线大兴线枣园站650米
2623,2200,8,146818-A,3室1卫,1/18层,朝阳区,八里桥,长桥园公寓,地铁：距八通线八里桥站650米
2624,2780,8,12818-C,3室1卫,9/26层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
2625,4730,17,146866-A,2室1卫,5/6层,西城区,木樨地,三里河三区,地铁：距1号线木樨地站350米
2626,1480,10,139923-B,3室1卫,20/22层,房山区,广阳城,城建广悦居,地铁：距房山线广阳城站750米
2627,1490,10,141042-C,3室1卫,18/22层,房山区,广阳城,城建广悦居,地铁：距房山线广阳城站750米
2628,2570,24,12357-C,4室1卫,2/7层,通州区,土桥,DBC加州小镇,地铁：距八通线土桥站500米
2629,1950,15,16590-C,5室1卫,32/35层,通州区,通运门,京贸国际城西区,地铁：距6号线通运门站2000米
2630,1690,9,17803-C,4室1卫,10/20层,通州区,通州北关,中国铁建通瑞嘉苑,地铁：距6号线通州北关站2900米
2631,2660,15,16797-B,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2632,6190,68,18909-A,1室1卫,8/9层,朝阳区,星火,姚家园西里1号院,"地铁：距3号线,20号线星火站600米"
2634,2010,11,23031-B,2室1卫,2/18层,通州区,次渠,次渠家园北里2区,"地铁：距亦庄线,17号线次渠站1350米"
2635,1810,11,25691-B,4室1卫,18/24层,通州区,北运河西,玉桥佳园,地铁：距6号线北运河西站1050米
2636,2910,9,27581-B,2室1卫,5/11层,石景山区,古城,古城南里,地铁：距1号线古城站100米
2638,2400,11,2906-B,3室1卫,28/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2639,2350,13,2937-A,3室1卫,1/16层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2641,1720,11,29314-D,4室1卫,2/6层,通州区,通州北关,华龙小区,地铁：距6号线通州北关站2700米
2642,1660,11,31535-B,3室1卫,17/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
2644,1760,9,31506-C,3室1卫,5/6层,大兴区,黄村火车站,车站中里,地铁：距4号线大兴线黄村火车站站250米
2646,2570,13,3820-A,3室1卫,6/16层,朝阳区,双桥,华龙美树,地铁：距八通线双桥站350米
2647,2750,11,3933-B,3室1卫,8/20层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
2648,2860,29,44078-A,3室1卫,5/13层,大兴区,黄村西大街,兴丰家园,地铁：距4号线大兴线黄村西大街站700米
2649,1710,12,52767-B,3室1卫,10/19层,房山区,良乡大学城北,智汇雅苑,地铁：距房山线良乡大学城北站450米
2651,2090,10,60626-A,2室1卫,9/15层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
2652,2350,10,63291-B,3室1卫,1/17层,朝阳区,立水桥南,溪城家园二号院,地铁：距5号线立水桥南站1250米
2653,3190,14,63620-C,3室1卫,9/23层,朝阳区,劲松,农光里,地铁：距10号线劲松站350米
2654,4280,30,67664-C,5室1卫,2/22层,丰台区,方庄,紫芳园四区,地铁：距14号线东段方庄站500米
2655,1740,11,69136-B,3室1卫,4/4层,大兴区,天宫院,天堂河,地铁：距4号线大兴线天宫院站650米
2656,1420,11,70774-C,4室1卫,5/8层,房山区,良乡大学城北,金地朗悦沁园,地铁：距房山线良乡大学城北站900米
2657,1500,11,70607-A,3室1卫,1/6层,顺义区,顺义,仓上小区,地铁：距15号线顺义站1900米
2658,3040,10,69755-B,2室1卫,18/18层,朝阳区,北工大西门,农光南路,地铁：距14号线东段北工大西门站600米
2659,1700,11,79918-A,2室1卫,10/18层,房山区,篱笆房,清雅小区,地铁：距房山线篱笆房站850米
2660,3650,11,9739-A,3室1卫,2/6层,海淀区,白石桥南,建设部大院,"地铁：距6号线,9号线白石桥南站500米"
2661,2350,9,9894-D,4室1卫,2/6层,海淀区,育新,龙乡东区,地铁：距8号线育新站700米
2662,2150,8,81391-C,3室1卫,1/6层,丰台区,角门东,西马小区,地铁：距10号线角门东站600米
2663,3140,18,115378-A,2室1卫,3/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
2664,2590,9,118370-B,3室1卫,10/10层,海淀区,田村,椿楸嘉园,地铁：距6号线海淀五路居站2100米
2665,2630,11,120851-B,3室1卫,18/21层,朝阳区,南楼梓庄,世纪东方嘉园南区,地铁：距7号线南楼梓庄站600米
2666,2290,9,122317-A,2室1卫,4/21层,大兴区,亦庄桥,中信新城,地铁：距亦庄线亦庄桥站2200米
2667,2010,9,119931-A,4室1卫,5/6层,大兴区,亦庄桥,贵园南里甲区,地铁：距亦庄线亦庄桥站800米
2668,2010,8,123629-C,3室1卫,1/6层,大兴区,旧宫,清逸西园,地铁：距亦庄线旧宫站1550米
2669,1460,9,123986-C,3室1卫,1/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2670,2420,19,130508-A,3室1卫,1/5层,通州区,果园,怡乐园二区,地铁：距八通线果园站1100米
2671,4220,62,137583-A,2室1卫,5/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
2672,2020,9,141778-B,2室1卫,2/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米
2673,2480,11,140816-C,3室1卫,5/6层,昌平区,龙泽,北京人家,地铁：距13号线龙泽站1500米
2674,1730,11,144235-B,3室1卫,5/9层,通州区,梨园,格兰晴天,地铁：距八通线梨园站750米
2675,2480,18,143193-D,4室1卫,9/25层,昌平区,昌平,新悦家园,地铁：距昌平线昌平站1200米
2676,3290,18,145956-C,3室1卫,4/6层,石景山区,八宝山,鲁谷村,地铁：距1号线八宝山站750米
2677,8720,83,150815-A,2室1卫,12/18层,朝阳区,百子湾,金泰先锋,地铁：距7号线百子湾站350米
2678,1790,9,150886-A,3室1卫,4/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
2679,1420,8,152481-B,3室1卫,4/6层,大兴区,黄村火车站,海子角南里,地铁：距4号线大兴线黄村火车站站1200米
2680,2320,8,154498-B,2室1卫,5/6层,丰台区,北京南站,洋桥西里,"地铁：距4号线大兴线,14号线东段北京南站站700米"
2681,2640,12,154570-B,3室1卫,3/6层,昌平区,育知路,流星花园三区,地铁：距8号线育知路站850米
2682,2750,12,154367-A,2室1卫,3/5层,石景山区,八宝山,永乐东区,地铁：距1号线八宝山站700米
2683,1670,12,158943-B,3室1卫,3/5层,大兴区,黄村火车站,义和庄东里,地铁：距4号线大兴线黄村火车站站750米
2684,3280,15,14605-A,3室1卫,12/22层,朝阳区,立水桥,北京北,"地铁：距13号线,5号线立水桥站500米"
2685,2390,11,13338-A,3室1卫,20/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
2686,2500,12,19926-C,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2687,1580,20,24324-B,4室1卫,5/6层,房山区,阎村,绿城百合公寓栖霞苑,地铁：距燕房线阎村站950米
2688,1940,9,24548-A,3室1卫,18/29层,大兴区,生物医药基地,鑫苑鑫都汇,地铁：距4号线大兴线生物医药基地站300米
2689,2910,15,2610-A,3室1卫,1/9层,朝阳区,星火,姚家园西里1号院,"地铁：距3号线,20号线星火站600米"
2690,2570,12,2644-A,4室1卫,2/9层,丰台区,石榴庄,石榴园北里,地铁：距10号线石榴庄站250米
2691,1640,10,27995-A,4室1卫,6/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2692,1950,9,27762-C,3室1卫,9/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
2694,2210,9,33737-A,5室1卫,6/6层,昌平区,天通苑南,天通苑本四区,地铁：距5号线天通苑南站1100米
2695,2140,14,39093-B,3室1卫,6/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
2696,2630,15,2606-B,3室1卫,4/6层,朝阳区,黄渠,常营民族家园三期,地铁：距6号线黄渠站200米
2697,3830,21,39984-B,2室1卫,6/6层,朝阳区,奥体中心,安翔南里,地铁：距8号线奥体中心站1050米
2699,2590,10,4052-A,3室1卫,3/9层,朝阳区,立水桥南,溪城家园,地铁：距5号线立水桥南站1100米
2700,1810,18,43884-C,3室1卫,4/6层,昌平区,昌平东关,管厂宿舍,地铁：距昌平线昌平东关站300米
2703,2690,14,49211-D,4室1卫,1/5层,丰台区,北京南站,洋桥西里,"地铁：距4号线大兴线,14号线东段北京南站站700米"
2704,1790,7,49874-A,4室1卫,2/21层,朝阳区,平房村,金隅景和园(朝新嘉园东里7区),地铁：距6号线褡裢坡站3150米
2705,2770,12,50340-B,3室1卫,9/27层,丰台区,丰台站,三环新城7号院,"地铁：距10号线,16号线丰台站站450米"
2706,3210,14,50619-B,3室1卫,14/20层,丰台区,首经贸,万年花城三期玫瑰碗,"地铁：距10号线,房山线首经贸站550米"
2707,2480,9,52482-B,2室1卫,3/6层,丰台区,蒲黄榆,蒲安里,"地铁：距5号线,14号线东段蒲黄榆站400米"
2708,1340,10,57473-D,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2709,1500,11,57617-B,4室1卫,3/6层,房山区,广阳城,碧波园,地铁：距房山线广阳城站500米
2710,3150,18,5726-C,3室1卫,4/6层,朝阳区,东风北桥,南十里居,"地铁：距14号线东段,平谷线东风北桥站700米"
2711,1610,12,61926-B,3室1卫,6/11层,房山区,稻田,高四回迁楼,地铁：距房山线稻田站800米
2712,1690,7,64156-A,2室1卫,3/6层,通州区,九棵树,葛布店北里,地铁：距八通线九棵树站300米
2713,1500,9,66400-C,4室1卫,3/6层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米
2714,5010,47,68615-A,1室1卫,11/18层,东城区,陶然桥,马家堡路23号院,地铁：距14号线东段陶然桥站400米
2715,2750,9,6878-B,4室1卫,25/27层,朝阳区,十里堡,晨光家园,地铁：距6号线十里堡站550米
2716,2650,8,70843-B,4室1卫,6/24层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
2717,3750,9,71235-B,3室1卫,5/18层,朝阳区,金台夕照,关东店南街,地铁：距10号线金台夕照站300米
2718,3430,18,70292-A,3室1卫,4/22层,西城区,菜市口,凌云居,"地铁：距4号线大兴线,7号线菜市口站600米"
2719,2500,11,76592-C,4室1卫,5/6层,西城区,达官营,马连道欣园,"地铁：距7号线,16号线达官营站1800米"
2720,1800,14,80740-B,3室1卫,4/6层,通州区,北运河西,乔庄西区,地铁：距6号线北运河西站1000米
2722,3820,12,120456-B,3室1卫,1/22层,海淀区,苏州桥,紫金庄园,"地铁：距12号线,16号线苏州桥站450米"
2723,3370,9,124815-B,6室2卫,9/9层,朝阳区,朝阳门,大方家胡同,"地铁：距2号线,6号线朝阳门站650米"
2724,2710,8,122722-B,4室1卫,6/18层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2727,1890,8,133416-A,4室1卫,5/6层,大兴区,高米店北,金惠园三里,地铁：距4号线大兴线高米店北站550米
2728,2720,18,145801-A,2室1卫,9/12层,大兴区,枣园,那尔水晶城,地铁：距4号线大兴线枣园站650米
2729,2250,18,147009-C,3室1卫,6/7层,昌平区,昌平,东关北里小区,地铁：距昌平线昌平站1000米
2730,2330,10,147372-A,2室1卫,5/6层,通州区,通州北关,永顺路小区,地铁：距6号线通州北关站850米
2731,2970,11,151685-A,2室1卫,3/6层,朝阳区,劲松,农光里,地铁：距10号线劲松站350米
2733,1990,10,155267-B,2室1卫,1/6层,大兴区,黄村西大街,三合南里社区（大兴）,地铁：距4号线大兴线黄村西大街站700米
2734,3090,20,14938-D,4室1卫,4/8层,朝阳区,双桥,东柳西里,地铁：距八通线双桥站900米
2735,4460,18,1619-B,3室1卫,23/28层,朝阳区,望京,南湖东园一区,"地铁：距14号线东段,15号线望京站550米"
2736,1830,11,19001-C,3室1卫,6/6层,顺义区,石门,西辛南区,地铁：距15号线石门站450米
2737,2050,8,1990-A,3室1卫,4/15层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2739,2430,9,23809-A,3室1卫,17/24层,丰台区,木樨园,宝汇苑,地铁：距8号线南段木樨园站800米
2740,1780,16,24931-D,5室2卫,6/6层,通州区,万盛东,绣江南,地铁：距7号线万盛东站350米
2741,1860,8,25691-A,4室1卫,18/24层,通州区,北运河西,玉桥佳园,地铁：距6号线北运河西站1050米
2742,2610,10,26636-B,3室1卫,8/26层,朝阳区,潘家园,农光南里,地铁：距10号线潘家园站250米
2743,2510,19,26662-D,4室1卫,5/6层,朝阳区,肖村,三台山路3号院,地铁：距亦庄线肖村站550米
2744,2510,12,25346-B,3室2卫,14/15层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米
2745,1330,8,29552-C,3室1卫,10/20层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
2746,2920,9,2894-C,3室1卫,9/19层,朝阳区,阜通,花家地西里,地铁：距14号线东段阜通站900米
2747,3500,10,23271-A,2室1卫,6/6层,朝阳区,高家园,大山子南里,地铁：距12号线高家园站250米
2748,3010,8,30566-D,4室1卫,2/6层,海淀区,马连洼,菊园,地铁：距13号线上地站2500米
2749,2780,9,26072-C,5室1卫,1/6层,朝阳区,望京,望京西园二区,"地铁：距14号线东段,15号线望京站650米"
2750,2600,9,31181-A,4室1卫,22/22层,朝阳区,十里河,方华苑,"地铁：距10号线,14号线东段,17号线十里河站800米"
2751,2430,10,3222-C,3室1卫,24/29层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2752,1490,15,33146-B,3室1卫,1/22层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米
2753,1400,7,33662-A,4室1卫,11/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
2754,3280,20,34576-A,3室1卫,3/7层,东城区,景泰,李村南里,地铁：距14号线东段景泰站300米
2755,2810,8,28474-A,3室1卫,4/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
2756,2450,8,3623-B,4室1卫,13/18层,丰台区,角门西,嘉园三里,"地铁：距10号线,4号线大兴线角门西站550米"
2757,2850,16,39091-D,4室1卫,4/6层,通州区,果园,新华联家园北区,地铁：距八通线果园站500米
2758,3150,10,3906-C,3室1卫,1/6层,朝阳区,望京,南湖中园一区,"地铁：距14号线东段,15号线望京站800米"
2759,1560,12,43668-A,4室1卫,7/10层,房山区,广阳城,原香小镇一区,地铁：距房山线广阳城站2050米
2760,2880,19,43905-C,4室1卫,4/6层,通州区,梨园,云景里北区,地铁：距八通线梨园站950米
2761,4380,23,44068-C,4室1卫,5/18层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
2762,1660,9,44820-C,3室1卫,2/7层,昌平区,昌平,京科苑,地铁：距昌平线昌平站1600米
2764,1910,17,42156-E,5室2卫,6/6层,昌平区,天通苑北,名流花园,地铁：距5号线天通苑北站2500米
2766,1560,11,37836-E,5室2卫,11/12层,房山区,良乡南关,晨光小区,地铁：距房山线良乡南关站450米
2767,2670,11,50818-B,2室1卫,1/23层,丰台区,丽泽商务区,金泰城Mini,"地铁：距7号线,16号线达官营站2550米"
2768,2390,15,52664-B,3室1卫,5/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2770,3380,15,55345-A,2室1卫,14/14层,丰台区,六里桥东,太平桥西里,地铁：距9号线六里桥东站300米
2771,7650,54,55511-A,1室1卫,2/18层,朝阳区,团结湖,三里屯南路,"地铁：距3号线,10号线团结湖站700米"
2772,2000,9,56114-D,4室1卫,1/6层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
2774,1940,9,57959-B,4室1卫,2/6层,丰台区,火箭万源,云龙家园,地铁：距亦庄线旧宫站2250米
2775,3640,14,56895-A,4室1卫,21/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
