,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
1836,2740.0,17.0,63301-C,3室1卫,10/20层,石景山区,八角游乐园,八角南里,地铁：距1号线八角游乐园站800米
1837,3140.0,10.0,64046-C,3室1卫,12/18层,朝阳区,和平西桥,和平街西苑,地铁：距5号线和平西桥站300米
1838,2660.0,13.0,6426-B,3室1卫,4/32层,丰台区,丽泽商务区,万泉盛景园,地铁：距10号线纪家庙站1400米
1839,1340.0,8.0,68881-B,4室1卫,5/13层,房山区,广阳城,绿地新都会,地铁：距房山线广阳城站2050米
1840,1600.0,11.0,68847-B,3室1卫,10/18层,顺义区,顺义,石园北区,地铁：距15号线顺义站1950米
1841,2530.0,9.0,70318-D,4室1卫,14/14层,丰台区,丰台站,三环新城8号院,"地铁：距10号线,16号线丰台站站200米"
1842,2430.0,10.0,6838-C,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1843,1390.0,14.0,73482-A,4室1卫,11/12层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米
1844,2740.0,23.0,71808-C,5室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
1845,2540.0,12.0,74016-B,3室1卫,5/6层,昌平区,回龙观,龙博苑二区,地铁：距13号线回龙观站350米
1846,1990.0,13.0,77965-C,3室1卫,4/6层,通州区,次渠,华馨园,"地铁：距亦庄线,17号线次渠站650米"
1847,3100.0,15.0,9576-C,3室1卫,5/20层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
1848,3310.0,15.0,50930-C,3室1卫,14/19层,朝阳区,潘家园,华威北里,地铁：距10号线潘家园站350米
1849,2760.0,10.0,940-A,3室1卫,4/6层,朝阳区,潘家园,潘家园南里,地铁：距10号线潘家园站950米
1850,3490.0,22.0,119440-B,4室1卫,9/24层,丰台区,西局,丽泽雅园,"地铁：距10号线,14号线西段西局站1700米"
1851,2580.0,11.0,79782-C,3室1卫,15/18层,丰台区,刘家窑,南三环中路15号院,地铁：距5号线刘家窑站350米
1852,2520.0,12.0,121148-D,4室1卫,3/7层,昌平区,龙泽,天露园二区,地铁：距13号线龙泽站1100米
1853,2280.0,15.0,124741-A,4室1卫,7/27层,通州区,次渠南,次渠家园东里6区,地铁：距亦庄线次渠南站700米
1854,5450.0,55.0,128161-A,1室1卫,25/26层,朝阳区,欢乐谷景区,金蝉南里,地铁：距7号线欢乐谷景区站500米
1855,1650.0,7.0,128768-B,4室1卫,5/8层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米
1856,1710.0,7.0,129086-A,3室1卫,4/6层,通州区,同济南路,新海北里,地铁：距亦庄线同济南路站1700米
1857,1660.0,14.0,129455-C,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
1858,2020.0,16.0,129373-C,4室1卫,11/18层,顺义区,花梨坎,天裕昕园西区,地铁：距15号线花梨坎站2750米
1859,3030.0,13.0,11344-C,3室1卫,13/16层,丰台区,角门西,马家堡西路26号院,"地铁：距10号线,4号线大兴线角门西站500米"
1860,2120.0,8.0,137515-C,3室1卫,14/18层,丰台区,大井,彩虹嘉园,地铁：距14号线西段大井站800米
1861,2450.0,12.0,140177-C,3室1卫,3/6层,丰台区,丰台东大街,北大地三里,地铁：距9号线丰台东大街站1000米
1862,4980.0,96.0,146129-A,2室1卫,3/5层,通州区,梨园,站前巴黎,地铁：距八通线梨园站800米
1863,2240.0,14.0,146754-A,3室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米
1864,1720.0,8.0,134598-A,5室2卫,3/27层,大兴区,天宫院,保利春天里二区,地铁：距4号线大兴线天宫院站150米
1865,11530.0,79.0,149907-A,2室1卫,11/28层,朝阳区,双井,首城国际,"地铁：距7号线,10号线双井站750米"
1866,3340.0,17.0,143443-B,3室1卫,1/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
1867,4070.0,24.0,152289-A,1室1卫,31/31层,西城区,达官营,荣丰2008,"地铁：距7号线,16号线达官营站450米"
1868,4110.0,18.0,154020-B,2室1卫,11/11层,朝阳区,团结湖,团结湖北二条,"地铁：距3号线,10号线团结湖站300米"
1869,2040.0,10.0,14869-B,3室1卫,6/15层,顺义区,石门,当代北辰悦moma,地铁：距15号线石门站850米
1870,2100.0,13.0,14949-A,2室1卫,5/5层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
1871,3730.0,14.0,16873-B,4室1卫,23/29层,朝阳区,朝阳公园,丽水嘉园,"地铁：距3号线,14号线东段朝阳公园站400米"
1872,2300.0,10.0,18181-B,3室1卫,8/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
1873,2830.0,12.0,19169-C,3室1卫,14/19层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
1874,2640.0,16.0,17842-A,3室1卫,6/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
1875,2060.0,8.0,20224-C,3室1卫,5/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
1876,1260.0,7.0,20299-A,4室1卫,5/5层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
1877,2220.0,9.0,19347-A,4室1卫,20/26层,丰台区,樊羊路,首开华润城,地铁：距房山线樊羊路站200米
1878,2500.0,13.0,2034-E,5室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米"
1879,2280.0,11.0,21797-B,3室1卫,9/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1880,6200.0,47.0,21393-A,1室1卫,3/20层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米
1881,2180.0,18.0,22774-D,5室1卫,12/18层,通州区,九棵树,龙湖蔚澜香醍,地铁：距八通线果园站1050米
1882,2430.0,13.0,23199-A,3室1卫,3/6层,丰台区,四环路,宜兰园三区,地铁：距房山线四环路站1250米
1883,1420.0,7.0,23155-A,4室1卫,4/7层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
1884,1590.0,14.0,24036-B,2室1卫,16/20层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米
1885,2310.0,12.0,2065-A,6室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米"
1886,2000.0,14.0,29115-A,3室1卫,3/6层,顺义区,石门,石景苑,地铁：距15号线石门站850米
1887,2190.0,10.0,29355-B,2室1卫,1/18层,大兴区,荣昌东街,南海家园三里,地铁：距亦庄线荣昌东街站3150米
1888,1690.0,15.0,29273-B,3室1卫,1/6层,昌平区,未来科技城北,温泉花园B区,地铁：距17号线未来科技城北站4500米
1889,2420.0,10.0,29123-C,3室1卫,6/6层,海淀区,玉泉路,地震局宿舍,地铁：距1号线玉泉路站950米
1890,3720.0,19.0,13934-A,4室1卫,3/6层,昌平区,回龙观东大街,矩阵小区,地铁：距8号线回龙观东大街站650米
1891,1490.0,7.0,29840-A,4室1卫,8/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
1892,2630.0,9.0,31809-B,3室1卫,1/5层,朝阳区,十里堡,八里庄东里,地铁：距6号线十里堡站600米
1893,1940.0,9.0,31916-B,3室1卫,1/18层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
1894,3410.0,10.0,32768-B,2室1卫,6/6层,西城区,新街口,新街口西里三区,地铁：距4号线大兴线新街口站400米
1895,1820.0,11.0,33079-C,3室1卫,5/9层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米
1896,2070.0,10.0,33532-C,3室1卫,24/29层,朝阳区,东坝中街,金隅悦和园,地铁：距14号线东段将台站4400米
1897,2330.0,12.0,29754-B,4室1卫,2/11层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
1898,2040.0,15.0,30505-C,3室1卫,32/37层,通州区,通运门,京贸国际城西区,地铁：距6号线通运门站2000米
1899,2500.0,9.0,34219-C,3室1卫,3/21层,昌平区,霍营,旗胜家园,"地铁：距8号线,13号线霍营站350米"
1900,2840.0,18.0,372-C,4室1卫,24/27层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米
1901,1300.0,9.0,44215-C,3室1卫,5/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
1902,2930.0,9.0,35622-C,3室1卫,1/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
1903,1550.0,12.0,47322-B,3室1卫,9/9层,房山区,良乡大学城北,京投万科新里程,地铁：距房山线良乡大学城北站450米
1904,1730.0,13.0,51501-E,5室2卫,5/6层,顺义区,顺义,裕龙西区,地铁：距15号线顺义站1000米
1905,2110.0,14.0,52037-B,3室1卫,18/27层,通州区,群芳,海棠湾二期,地铁：距7号线群芳站850米
1906,2610.0,18.0,52466-B,5室2卫,3/6层,大兴区,旧宫,育龙家园,地铁：距亦庄线旧宫站1150米
1907,1650.0,8.0,52987-D,4室1卫,8/13层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
1908,1870.0,10.0,68551-C,3室1卫,10/18层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
1909,1590.0,11.0,67816-C,4室1卫,1/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
1910,2310.0,10.0,49582-B,3室1卫,15/15层,海淀区,永丰,友谊嘉园二期,地铁：距16号线永丰站2450米
1911,1460.0,13.0,80285-C,4室1卫,2/6层,房山区,广阳城,原香小镇二区,地铁：距房山线广阳城站1900米
1912,1540.0,7.0,80545-C,3室1卫,3/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
1913,2350.0,8.0,80823-B,3室1卫,9/21层,东城区,陶然桥,百荣嘉园,地铁：距14号线东段陶然桥站300米
1914,2400.0,18.0,114541-D,4室1卫,3/6层,通州区,北运河西,西上园三区,地铁：距6号线北运河西站900米
1915,2600.0,8.0,118326-B,3室1卫,6/20层,丰台区,木樨园,西罗园三区,地铁：距8号线南段木樨园站900米
1916,1910.0,8.0,123629-A,3室1卫,1/6层,大兴区,旧宫,清逸西园,地铁：距亦庄线旧宫站1550米
1917,2040.0,10.0,123559-B,2室1卫,3/6层,石景山区,金安桥,赵山,"地铁：距1号线,6号线苹果园站1200米"
1918,1480.0,15.0,125292-B,4室1卫,3/6层,房山区,广阳城,张家场周转房,地铁：距房山线广阳城站1200米
1919,2900.0,12.0,133127-B,3室1卫,17/18层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
1920,2740.0,17.0,137664-A,2室1卫,3/5层,石景山区,古城,古城特钢楼,地铁：距1号线古城站1150米
1921,2670.0,13.0,140145-C,4室1卫,9/31层,丰台区,大井,丰体时代花园,地铁：距14号线西段大井站400米
1922,3620.0,17.0,143233-C,4室1卫,2/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
1923,2480.0,13.0,143512-C,3室1卫,1/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
1924,1950.0,18.0,144629-B,3室1卫,1/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
1925,2170.0,9.0,143616-B,3室1卫,2/6层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
1926,2140.0,14.0,146602-B,3室2卫,4/12层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
1927,2690.0,14.0,148836-B,2室1卫,5/6层,昌平区,天通苑,天通中苑,地铁：距5号线天通苑站1300米
1928,2100.0,10.0,148696-A,4室2卫,13/18层,大兴区,天宫院,保利首开熙悦春天,地铁：距4号线大兴线天宫院站250米
1929,1930.0,10.0,151929-A,2室1卫,2/6层,大兴区,五福堂,德茂小区,地铁：距8号线南段五福堂站1050米
1930,2880.0,11.0,143547-C,4室1卫,5/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
1931,2140.0,13.0,154755-A,3室1卫,4/6层,顺义区,国展,天竺花园,地铁：距15号线国展站1300米
1932,1990.0,8.0,1480-B,5室1卫,6/7层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米
1933,1820.0,9.0,17066-D,4室1卫,16/31层,大兴区,生物医药基地,金科天籁城,地铁：距4号线大兴线生物医药基地站550米
1934,2210.0,10.0,21955-B,3室1卫,5/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1935,2250.0,11.0,27025-C,4室1卫,24/26层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米
1936,2400.0,11.0,27067-B,3室1卫,26/31层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米"
1937,2820.0,28.0,27397-B,4室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米
1938,2570.0,13.0,28362-C,4室1卫,3/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
1939,2860.0,26.0,29616-C,4室1卫,6/6层,大兴区,高米店北,双高花园小区,地铁：距4号线大兴线高米店北站600米
1940,1890.0,14.0,30554-C,4室1卫,11/17层,顺义区,顺义,金汉绿港二区,地铁：距15号线顺义站750米
1941,1570.0,8.0,27324-C,4室1卫,14/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
1942,1260.0,10.0,28876-C,3室1卫,4/10层,房山区,苏庄,蓝光星华海悦城,地铁：距房山线苏庄站650米
1943,3190.0,9.0,32577-B,2室1卫,4/5层,朝阳区,金台路,红庙北里,"地铁：距6号线,14号线东段金台路站450米"
1944,3750.0,16.0,28327-A,3室1卫,2/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
1945,1230.0,8.0,28480-C,4室1卫,5/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
1946,2700.0,11.0,3348-B,3室1卫,12/28层,朝阳区,青年路,金隅泰和园,地铁：距6号线青年路站1250米
1947,1670.0,16.0,35610-A,3室1卫,10/15层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
1948,3040.0,11.0,367-C,5室2卫,2/28层,朝阳区,关庄,嘉铭园B区,地铁：距15号线关庄站450米
1949,2630.0,15.0,35260-A,3室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1950,3470.0,11.0,374-C,4室2卫,5/16层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
1951,2940.0,9.0,3649-D,4室1卫,1/30层,朝阳区,惠新西街北口,欧陆经典万兴苑,地铁：距5号线惠新西街北口站850米
1952,2950.0,12.0,44068-A,4室1卫,5/18层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
1953,2680.0,12.0,47161-D,4室1卫,1/6层,海淀区,育新,龙乡东区,地铁：距8号线育新站700米
1954,2960.0,14.0,47341-C,5室1卫,9/9层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
1955,2400.0,11.0,48955-C,4室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1956,2610.0,12.0,486-D,4室2卫,21/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
1957,2650.0,12.0,45355-D,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米
1958,2130.0,12.0,52146-D,4室1卫,1/7层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
1959,1620.0,7.0,55354-A,4室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2487,2540.0,11.0,60721-A,3室1卫,3/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2488,3560.0,22.0,586-C,5室1卫,1/6层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米
2489,1530.0,11.0,62622-C,4室2卫,10/13层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米
2490,2260.0,10.0,6621-C,3室1卫,11/28层,丰台区,丽泽商务区,万泉盛景园,地铁：距10号线纪家庙站1400米
2491,2380.0,13.0,69010-D,4室1卫,8/11层,通州区,九棵树,瑞都国际,地铁：距八通线九棵树站400米
2492,1660.0,11.0,70134-D,4室1卫,3/6层,大兴区,黄村火车站,义和庄东里,地铁：距4号线大兴线黄村火车站站750米
2493,3010.0,9.0,69888-B,2室1卫,8/20层,海淀区,农大南路,柳浪家园南里,地铁：距16号线农大南路站1600米
2494,4480.0,44.0,66604-A,1室1卫,10/11层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2495,2680,12,47161-D,4室1卫,1/6层,海淀区,育新,龙乡东区,地铁：距8号线育新站700米
2497,2400,11,48955-C,4室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2498,2610,12,486-D,4室2卫,21/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
2499,2650,12,45355-D,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米
2500,2130,12,52146-D,4室1卫,1/7层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
2501,1620,7,55354-A,4室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2502,2540,11,60721-A,3室1卫,3/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2503,3560,22,586-C,5室1卫,1/6层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米
2504,1530,11,62622-C,4室2卫,10/13层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米
2505,2260,10,6621-C,3室1卫,11/28层,丰台区,丽泽商务区,万泉盛景园,地铁：距10号线纪家庙站1400米
2506,2380,13,69010-D,4室1卫,8/11层,通州区,九棵树,瑞都国际,地铁：距八通线九棵树站400米
2507,1660,11,70134-D,4室1卫,3/6层,大兴区,黄村火车站,义和庄东里,地铁：距4号线大兴线黄村火车站站750米
2508,3010,9,69888-B,2室1卫,8/20层,海淀区,农大南路,柳浪家园南里,地铁：距16号线农大南路站1600米
2509,4480,44,66604-A,1室1卫,10/11层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2510,2000,11,72211-A,3室1卫,2/15层,通州区,高楼金,瑞都公园世家南区,地铁：距7号线高楼金站500米
2511,2030,16,73498-B,4室1卫,2/6层,通州区,梨园,玉桥西里70号院,地铁：距八通线梨园站550米
2512,3520,16,73252-A,3室1卫,20/29层,朝阳区,四惠东,通惠家园惠民园,"地铁：距1号线,八通线四惠东站350米"
2514,2760,11,72500-D,4室1卫,3/16层,丰台区,六里桥东,首科花园,地铁：距9号线六里桥东站900米
2515,2980,13,115111-D,4室1卫,7/14层,丰台区,首经贸,万年花城四期,"地铁：距10号线,房山线首经贸站450米"
2516,1850,11,117593-A,3室1卫,9/21层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2517,3210,17,121504-C,3室1卫,1/6层,海淀区,永泰庄,永泰东里,地铁：距8号线永泰庄站350米
2519,3150,15,122555-B,2室1卫,3/6层,东城区,广渠门外,广和南里二条,"地铁：距7号线,17号线广渠门外站900米"
2520,3670,17,11254-D,4室1卫,9/20层,海淀区,清河,安宁佳园,"地铁：距13号线,昌平线西二旗站1850米"
2521,2810,8,128188-A,2室1卫,1/6层,东城区,景泰,蒲安西里,地铁：距14号线东段景泰站450米
2523,3570,15,11461-B,5室1卫,7/12层,朝阳区,肖村,中海城香克林,地铁：距亦庄线肖村站550米
2524,3650,22,138048-D,4室1卫,5/6层,海淀区,永泰庄,宝盛里观林园,地铁：距8号线永泰庄站1550米
2525,2450,17,141547-B,2室1卫,5/6层,昌平区,昌平,燕平家园,地铁：距昌平线昌平站650米
2526,3080,18,143295-A,2室1卫,4/6层,石景山区,八宝山,永乐西区,地铁：距1号线八宝山站1000米
2527,4430,60,13271-A,2室1卫,6/6层,通州区,梨园,梨园北小区,地铁：距八通线梨园站500米
2528,2630,14,152946-B,2室1卫,2/16层,大兴区,枣园,那尔水晶城,地铁：距4号线大兴线枣园站650米
2529,3110,13,154826-B,3室1卫,2/6层,丰台区,蒲黄榆,蒲安东里,"地铁：距5号线,14号线东段蒲黄榆站200米"
2530,2490,6,17606-D,4室1卫,5/19层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
2531,3270,10,18539-C,3室1卫,10/28层,海淀区,六道口,双清路2号院,地铁：距15号线六道口站1800米
2532,3140,16,19169-B,3室1卫,14/19层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
2533,2240,9,19856-A,3室1卫,18/18层,丰台区,石榴庄,石榴园北里,地铁：距10号线石榴庄站250米
2534,2020,10,20555-C,4室1卫,4/6层,丰台区,新宫,同兴园,"地铁：距4号线大兴线,19号线新宫站1600米"
2535,3000,26,21135-B,3室1卫,5/5层,朝阳区,黄渠,常营民族家园B区,地铁：距6号线黄渠站800米
2536,1960,12,24777-B,3室1卫,4/5层,通州区,次渠南,敬园小区,地铁：距亦庄线次渠南站850米
2537,2480,10,26309-A,3室1卫,9/15层,大兴区,万源街,鹿鸣苑,地铁：距亦庄线万源街站550米
2538,2760,8,2178-A,3室1卫,3/6层,朝阳区,东湖渠,利泽西园,地铁：距14号线东段东湖渠站200米
2539,3340,21,2761-C,5室1卫,6/6层,昌平区,天通苑南,天通苑六区,地铁：距5号线天通苑南站1050米
2540,1630,7,26339-A,4室1卫,20/20层,门头沟区,小园,保利首开四季怡园,地铁：距S1线小园站950米
2542,2990,8,33030-A,2室1卫,9/24层,朝阳区,芍药居,芍药居北里,"地铁：距10号线,13号线芍药居站1050米"
2543,2280,10,34254-A,3室1卫,5/18层,丰台区,和义,大红门锦苑A区,地铁：距8号线南段和义站1400米
2544,2450,11,35348-B,4室1卫,8/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2545,2430,10,35350-B,3室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2546,3390,11,39984-A,2室1卫,6/6层,朝阳区,奥体中心,安翔南里,地铁：距8号线奥体中心站1050米
2547,2200,11,46844-C,3室1卫,2/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
2548,2320,14,47370-D,4室1卫,1/5层,昌平区,龙泽,二拨子新村东区,地铁：距13号线龙泽站1750米
2549,1670,10,48706-A,3室1卫,3/6层,通州区,通州北关,王家场,地铁：距6号线通州北关站2000米
2550,1960,15,49158-C,4室1卫,5/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
2551,2270,10,49614-C,4室1卫,2/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2552,1240,13,49210-B,5室1卫,5/6层,房山区,良乡大学城西,伟业嘉园西里,地铁：距房山线良乡大学城西站1050米
2553,2950,8,50221-C,3室1卫,4/6层,海淀区,马连洼,东馨园,地铁：距13号线上地站2800米
2554,2210,10,47612-C,4室1卫,2/4层,昌平区,龙泽,二拨子新村东区,地铁：距13号线龙泽站1750米
2555,2530,12,51644-C,3室1卫,8/12层,朝阳区,黄渠,汇鸿家园,地铁：距6号线黄渠站900米
2556,3590,16,61477-C,3室1卫,1/6层,朝阳区,望京,南湖东园一区,"地铁：距14号线东段,15号线望京站550米"
2557,1690,11,69190-A,5室2卫,17/17层,昌平区,沙河高教园,北街家园七区,地铁：距昌平线沙河高教园站1850米
2558,1690,10,73269-A,3室1卫,3/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2559,3210,14,70536-A,4室1卫,17/18层,西城区,陶然亭,里仁街3号院,地铁：距4号线大兴线陶然亭站300米
2560,2390,13,72429-B,4室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2561,5550,38,70285-A,1室1卫,4/6层,海淀区,万寿路,万寿路西街11号院,地铁：距1号线万寿路站800米
2562,2040,7,74728-A,2室1卫,3/6层,丰台区,大红门南,大红门东后街143号,地铁：距8号线南段大红门南站450米
2566,3530,12,78754-B,3室1卫,5/14层,东城区,东直门,清水苑,"地铁：距机场线,2号线,13号线东直门站550米"
2567,2640,12,9205-D,4室1卫,16/23层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
2568,2390,10,9471-B,3室1卫,5/6层,朝阳区,潘家园,武圣西里,地铁：距10号线潘家园站450米
2569,2490,11,9760-B,4室1卫,18/22层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
2570,2540,12,9760-D,4室1卫,18/22层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
2571,2430,10,116935-C,6室2卫,5/6层,通州区,物资学院路,天赐良园东三期,地铁：距6号线物资学院路站250米
2572,2170,13,120288-A,3室1卫,1/6层,丰台区,和义,久敬佳园一区,地铁：距8号线南段和义站950米
2573,2610,10,121384-C,3室1卫,9/12层,朝阳区,成寿寺,建都家园,地铁：距10号线成寿寺站800米
2574,3680,9,136040-B,2室1卫,4/5层,朝阳区,金台路,金台里,"地铁：距6号线,14号线东段金台路站550米"
2575,3460,22,138500-C,3室1卫,4/6层,昌平区,天通苑,天通苑北二区,地铁：距5号线天通苑站1000米
2576,3120,8,143544-A,2室1卫,4/6层,朝阳区,平乐园,平乐园,地铁：距14号线东段平乐园站450米
2578,2960,10,145609-A,3室1卫,9/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2579,2750,11,12663-B,2室1卫,2/6层,丰台区,角门东,海户西里,地铁：距10号线角门东站750米
2580,1510,10,138941-C,3室1卫,10/22层,房山区,广阳城,城建广悦居,地铁：距房山线广阳城站750米
2581,2400,8,148987-D,4室2卫,4/6层,海淀区,育新,建材城西路85号院,地铁：距8号线育新站1250米
2582,2760,10,149339-A,3室1卫,8/18层,朝阳区,常营,万象新天一区,地铁：距6号线常营站650米
2583,2130,14,152501-B,3室1卫,3/9层,大兴区,黄村西大街,清城南区,地铁：距4号线大兴线黄村西大街站450米
2584,2030,12,156528-C,4室1卫,1/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
2585,1490,7,156528-D,4室1卫,1/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
2587,3930,54,15295-A,1室1卫,1/22层,通州区,物资学院路,悦澜水岸家园,地铁：距6号线物资学院路站2350米
2588,2780,9,18806-B,3室1卫,25/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2589,2870,10,19334-B,2室1卫,4/6层,丰台区,大红门,建欣苑四里,"地铁：距8号线南段,10号线大红门站550米"
2591,1910,8,19507-B,4室1卫,11/27层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2592,3010,9,21894-A,3室1卫,4/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
2593,2840,15,1401-A,4室1卫,12/12层,昌平区,龙泽,国仕汇,地铁：距13号线龙泽站1150米
2594,5580,46,25375-A,1室1卫,6/10层,东城区,景泰,新奥洋房,地铁：距14号线东段景泰站200米
2595,2420,7,26572-B,3室1卫,14/22层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米
2596,1450,10,29772-D,4室1卫,6/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2597,1450,12,30087-A,4室1卫,8/21层,房山区,篱笆房,天资华府,地铁：距房山线篱笆房站1950米
2598,2370,10,37055-C,3室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2599,2070,16,38871-C,3室1卫,1/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
